filename,predict_1,confidence_1,predict_2,confidence_2,predict_3,confidence_3
test_images\04043.jpg,Bugatti Veyron 16.4 Coupe 2009,0.6461195,Chevrolet Corvette ZR1 2012,0.54236656,Bugatti Veyron 16.4 Convertible 2009,0.18394753
test_images\04044.jpg,Dodge Charger SRT-8 2009,0.18782681,Bentley Continental Supersports Conv. Convertible 2012,0.17275485,Dodge Challenger SRT8 2011,0.14182818
test_images\04045.jpg,Chrysler 300 SRT-8 2010,0.4278152,Audi S4 Sedan 2007,0.38780618,Dodge Charger SRT-8 2009,0.19115996
test_images\04046.jpg,Buick Verano Sedan 2012,0.53224915,Cadillac CTS-V Sedan 2012,0.11088267,Buick Regal GS 2012,0.053362906
test_images\04047.jpg,Ferrari 458 Italia Convertible 2012,0.84621274,Ferrari 458 Italia Coupe 2012,0.035672873,Lamborghini Gallardo LP 570-4 Superleggera 2012,0.026992232
test_images\04048.jpg,Nissan Leaf Hatchback 2012,0.69719845,Hyundai Tucson SUV 2012,0.62419415,Nissan Juke Hatchback 2012,0.34770638
test_images\04049.jpg,GMC Savana Van 2012,0.36491305,AM General Hummer SUV 2000,0.3313607,Chevrolet Express Van 2007,0.051790267
test_images\04050.jpg,Toyota Camry Sedan 2012,0.86896926,Acura TL Sedan 2012,0.15979826,Acura TSX Sedan 2012,0.08792874
test_images\04051.jpg,Acura TL Sedan 2012,0.9534539,Lamborghini Reventon Coupe 2008,0.044890583,Acura TSX Sedan 2012,0.011915714
test_images\04052.jpg,Scion xD Hatchback 2012,0.7377248,Infiniti QX56 SUV 2011,0.34975293,Volkswagen Golf Hatchback 2012,0.085013956
test_images\04053.jpg,GMC Canyon Extended Cab 2012,0.84055305,Rolls-Royce Ghost Sedan 2012,0.12252131,Chevrolet Silverado 1500 Extended Cab 2012,0.10854688
test_images\04054.jpg,GMC Savana Van 2012,0.90663415,Chevrolet Express Van 2007,0.3954446,Chevrolet Express Cargo Van 2007,0.1466062
test_images\04055.jpg,Porsche Panamera Sedan 2012,0.7891125,Jaguar XK XKR 2012,0.0281443,Volvo C30 Hatchback 2012,0.02059722
test_images\04056.jpg,Chevrolet Silverado 1500 Regular Cab 2012,0.69056714,Chevrolet Silverado 2500HD Regular Cab 2012,0.09499276,Chevrolet Silverado 1500 Extended Cab 2012,0.07003099
test_images\04057.jpg,Infiniti QX56 SUV 2011,0.3037738,BMW X3 SUV 2012,0.23787227,Toyota Sequoia SUV 2012,0.11004946
test_images\04058.jpg,Jeep Compass SUV 2012,0.97373295,Jeep Grand Cherokee SUV 2012,0.02382195,Chevrolet HHR SS 2010,0.015607327
test_images\04059.jpg,Aston Martin Virage Coupe 2012,0.69075465,Fisker Karma Sedan 2012,0.26687947,Aston Martin Virage Convertible 2012,0.07191783
test_images\04060.jpg,Ford F-150 Regular Cab 2007,0.94156027,Dodge Dakota Club Cab 2007,0.22868672,Dodge Durango SUV 2007,0.069782406
test_images\04061.jpg,Buick Enclave SUV 2012,0.9621229,GMC Acadia SUV 2012,0.10348183,Hyundai Elantra Touring Hatchback 2012,0.015858859
test_images\04062.jpg,Chrysler Sebring Convertible 2010,0.602184,BMW 6 Series Convertible 2007,0.4836943,Geo Metro Convertible 1993,0.24419767
test_images\04063.jpg,Jeep Patriot SUV 2012,0.91981775,Rolls-Royce Phantom Sedan 2012,0.611698,Rolls-Royce Ghost Sedan 2012,0.041367322
test_images\04064.jpg,Dodge Dakota Club Cab 2007,0.40514493,Ford Ranger SuperCab 2011,0.20187292,Ford F-150 Regular Cab 2007,0.080333054
test_images\04065.jpg,Isuzu Ascender SUV 2008,0.38276628,Dodge Dakota Crew Cab 2010,0.15738904,Chevrolet TrailBlazer SS 2009,0.13369066
test_images\04066.jpg,Chrysler 300 SRT-8 2010,0.8487254,Dodge Charger SRT-8 2009,0.17497069,Rolls-Royce Ghost Sedan 2012,0.14330184
test_images\04067.jpg,Nissan NV Passenger Van 2012,0.90021944,Ford Expedition EL SUV 2009,0.07109019,Toyota Sequoia SUV 2012,0.06829023
test_images\04068.jpg,Audi S4 Sedan 2007,0.6161527,Dodge Charger Sedan 2012,0.15546548,Chrysler 300 SRT-8 2010,0.15098798
test_images\04069.jpg,Chevrolet Camaro Convertible 2012,0.38904238,Ford GT Coupe 2006,0.20552588,Ford Mustang Convertible 2007,0.11558163
test_images\04070.jpg,BMW Z4 Convertible 2012,0.6815889,BMW 3 Series Sedan 2012,0.29344285,BMW M6 Convertible 2010,0.13954744
test_images\04071.jpg,Maybach Landaulet Convertible 2012,0.53080493,Ford Mustang Convertible 2007,0.48443553,Bentley Arnage Sedan 2009,0.16782475
test_images\04072.jpg,Ferrari 458 Italia Coupe 2012,0.7301436,Ferrari 458 Italia Convertible 2012,0.054192662,McLaren MP4-12C Coupe 2012,0.04587254
test_images\04073.jpg,Scion xD Hatchback 2012,0.42640823,Nissan Leaf Hatchback 2012,0.40263242,McLaren MP4-12C Coupe 2012,0.06524566
test_images\04074.jpg,Audi S5 Coupe 2012,0.86663127,Chrysler 300 SRT-8 2010,0.04615432,BMW ActiveHybrid 5 Sedan 2012,0.037125707
test_images\04075.jpg,Land Rover Range Rover SUV 2012,0.4059238,Volvo 240 Sedan 1993,0.10239375,Jeep Patriot SUV 2012,0.025729328
test_images\04076.jpg,BMW Z4 Convertible 2012,0.8475995,Aston Martin Virage Convertible 2012,0.056946903,Ferrari California Convertible 2012,0.042723864
test_images\04077.jpg,Dodge Caliber Wagon 2007,0.616629,Dodge Caliber Wagon 2012,0.14246824,Dodge Durango SUV 2007,0.028130025
test_images\04078.jpg,GMC Acadia SUV 2012,0.94465244,Jeep Grand Cherokee SUV 2012,0.09686279,Cadillac SRX SUV 2012,0.045314193
test_images\04079.jpg,Ford Edge SUV 2012,0.6461736,Dodge Durango SUV 2012,0.29617393,Hyundai Santa Fe SUV 2012,0.2800905
test_images\04080.jpg,Bentley Continental Flying Spur Sedan 2007,0.35612082,Bentley Continental GT Coupe 2007,0.34740105,Chevrolet Monte Carlo Coupe 2007,0.153514
test_images\04081.jpg,Hyundai Genesis Sedan 2012,0.9210726,BMW M5 Sedan 2010,0.1376639,Tesla Model S Sedan 2012,0.08635014
test_images\04082.jpg,Audi S5 Convertible 2012,0.95195615,Audi S5 Coupe 2012,0.061344236,Chevrolet Camaro Convertible 2012,0.01798758
test_images\04083.jpg,HUMMER H3T Crew Cab 2010,0.66793597,Rolls-Royce Phantom Drophead Coupe Convertible 2012,0.122832954,Bentley Continental Supersports Conv. Convertible 2012,0.10099289
test_images\04084.jpg,Audi RS 4 Convertible 2008,0.4569632,Ford Mustang Convertible 2007,0.11373788,Chrysler 300 SRT-8 2010,0.11300406
test_images\04085.jpg,Chevrolet Silverado 1500 Regular Cab 2012,0.27242988,Cadillac Escalade EXT Crew Cab 2007,0.26690418,Cadillac SRX SUV 2012,0.07409093
test_images\04086.jpg,Audi R8 Coupe 2012,0.8621994,Fisker Karma Sedan 2012,0.53140235,Audi S5 Coupe 2012,0.021787018
test_images\04087.jpg,Chrysler Crossfire Convertible 2008,0.9836805,Mercedes-Benz S-Class Sedan 2012,0.084857255,Ford Mustang Convertible 2007,0.016544938
test_images\04088.jpg,AM General Hummer SUV 2000,0.8154605,HUMMER H2 SUT Crew Cab 2009,0.21114531,McLaren MP4-12C Coupe 2012,0.13973606
test_images\04089.jpg,Chevrolet TrailBlazer SS 2009,0.6755724,Rolls-Royce Phantom Sedan 2012,0.1471628,Audi S4 Sedan 2007,0.04737535
test_images\04090.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007,0.3468795,Chevrolet Corvette Convertible 2012,0.33430755,Aston Martin V8 Vantage Convertible 2012,0.13580719
test_images\04091.jpg,MINI Cooper Roadster Convertible 2012,0.86422765,Bentley Continental Supersports Conv. Convertible 2012,0.25477922,Chrysler PT Cruiser Convertible 2008,0.20615742
test_images\04092.jpg,Chevrolet HHR SS 2010,0.40525234,Bentley Mulsanne Sedan 2011,0.10078022,Maybach Landaulet Convertible 2012,0.06357917
test_images\04093.jpg,BMW M3 Coupe 2012,0.24195293,BMW 3 Series Sedan 2012,0.23302126,Dodge Charger Sedan 2012,0.16501355
test_images\04094.jpg,BMW M6 Convertible 2010,0.096043706,Spyker C8 Coupe 2009,0.091080874,Jaguar XK XKR 2012,0.09034738
test_images\04095.jpg,Bugatti Veyron 16.4 Convertible 2009,0.7095054,Bugatti Veyron 16.4 Coupe 2009,0.033852965,Ferrari California Convertible 2012,0.02656579
test_images\04096.jpg,Audi TT Hatchback 2011,0.26601917,Infiniti G Coupe IPL 2012,0.10405728,Porsche Panamera Sedan 2012,0.093713164
test_images\04097.jpg,GMC Yukon Hybrid SUV 2012,0.8156582,GMC Acadia SUV 2012,0.17917931,Cadillac Escalade EXT Crew Cab 2007,0.15903488
test_images\04098.jpg,Audi A5 Coupe 2012,0.69807696,Audi S5 Coupe 2012,0.35553136,Aston Martin V8 Vantage Coupe 2012,0.28382376
test_images\04099.jpg,Scion xD Hatchback 2012,0.95385003,Toyota Sequoia SUV 2012,0.095897764,Ford Edge SUV 2012,0.08211148
test_images\04100.jpg,Mercedes-Benz Sprinter Van 2012,0.57208985,Dodge Sprinter Cargo Van 2009,0.56414586,Chevrolet Express Cargo Van 2007,0.015430182
test_images\04101.jpg,Mercedes-Benz SL-Class Coupe 2009,0.91202533,Aston Martin V8 Vantage Coupe 2012,0.11969414,Infiniti G Coupe IPL 2012,0.06861004
test_images\04102.jpg,Chevrolet Silverado 1500 Regular Cab 2012,0.29831722,GMC Canyon Extended Cab 2012,0.120412886,Chevrolet Silverado 2500HD Regular Cab 2012,0.115763485
test_images\04103.jpg,Bentley Continental Supersports Conv. Convertible 2012,0.4220506,Audi RS 4 Convertible 2008,0.29304796,MINI Cooper Roadster Convertible 2012,0.26903135
test_images\04104.jpg,Jeep Liberty SUV 2012,0.3375467,Jeep Patriot SUV 2012,0.18748516,Toyota 4Runner SUV 2012,0.14859161
test_images\04105.jpg,Jeep Wrangler SUV 2012,0.9584868,HUMMER H3T Crew Cab 2010,0.2498433,AM General Hummer SUV 2000,0.09198657
test_images\04106.jpg,Aston Martin Virage Coupe 2012,0.69050074,Aston Martin V8 Vantage Coupe 2012,0.2594927,Fisker Karma Sedan 2012,0.21398199
test_images\04107.jpg,Hyundai Elantra Sedan 2007,0.4757023,Toyota Corolla Sedan 2012,0.06684077,Chevrolet Cobalt SS 2010,0.026026547
test_images\04108.jpg,Ford F-150 Regular Cab 2007,0.8636652,Dodge Ram Pickup 3500 Quad Cab 2009,0.45882523,Dodge Durango SUV 2007,0.20483422
test_images\04109.jpg,Hyundai Tucson SUV 2012,0.4355762,Buick Regal GS 2012,0.38369435,Ford Edge SUV 2012,0.024038255
test_images\04110.jpg,Bugatti Veyron 16.4 Coupe 2009,0.81581926,Bugatti Veyron 16.4 Convertible 2009,0.09129822,Chevrolet Corvette ZR1 2012,0.0898473
test_images\04111.jpg,BMW M3 Coupe 2012,0.5836495,Mercedes-Benz SL-Class Coupe 2009,0.14597991,Infiniti G Coupe IPL 2012,0.1119273
test_images\04112.jpg,Suzuki Kizashi Sedan 2012,0.6621267,Hyundai Genesis Sedan 2012,0.21917558,BMW ActiveHybrid 5 Sedan 2012,0.20628265
test_images\04113.jpg,Volvo 240 Sedan 1993,0.8182639,Rolls-Royce Phantom Drophead Coupe Convertible 2012,0.24794456,HUMMER H3T Crew Cab 2010,0.025096
test_images\04114.jpg,Volvo 240 Sedan 1993,0.86963516,Rolls-Royce Phantom Drophead Coupe Convertible 2012,0.08791301,Mercedes-Benz 300-Class Convertible 1993,0.019707233
test_images\04115.jpg,Toyota Corolla Sedan 2012,0.4968458,Suzuki SX4 Sedan 2012,0.48454553,Hyundai Elantra Sedan 2007,0.48180816
test_images\04116.jpg,Volkswagen Beetle Hatchback 2012,0.95025444,Nissan Leaf Hatchback 2012,0.41333345,Porsche Panamera Sedan 2012,0.33261663
test_images\04117.jpg,AM General Hummer SUV 2000,0.7055977,HUMMER H3T Crew Cab 2010,0.06974965,HUMMER H2 SUT Crew Cab 2009,0.055609763
test_images\04118.jpg,Acura TL Sedan 2012,0.78868854,Acura TSX Sedan 2012,0.20433727,Lamborghini Reventon Coupe 2008,0.10853428
test_images\04119.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,0.5350294,Dodge Durango SUV 2007,0.11766279,Chevrolet Avalanche Crew Cab 2012,0.045551687
test_images\04120.jpg,Dodge Charger Sedan 2012,0.87135947,Rolls-Royce Ghost Sedan 2012,0.10764158,Dodge Charger SRT-8 2009,0.037424207
test_images\04121.jpg,Scion xD Hatchback 2012,0.8639231,Nissan Leaf Hatchback 2012,0.20801485,Hyundai Sonata Hybrid Sedan 2012,0.014908373
test_images\04122.jpg,Aston Martin Virage Coupe 2012,0.8296106,Fisker Karma Sedan 2012,0.54798454,Ferrari FF Coupe 2012,0.18026307
test_images\04123.jpg,Dodge Durango SUV 2012,0.95863307,BMW X3 SUV 2012,0.046441436,Toyota 4Runner SUV 2012,0.024128884
test_images\04124.jpg,Dodge Durango SUV 2007,0.90472746,Ford F-150 Regular Cab 2007,0.2007573,Chrysler Aspen SUV 2009,0.059722066
test_images\04125.jpg,Hyundai Elantra Touring Hatchback 2012,0.8988023,Suzuki Kizashi Sedan 2012,0.21584359,Chevrolet Sonic Sedan 2012,0.031799823
test_images\04126.jpg,Bentley Continental Supersports Conv. Convertible 2012,0.81778556,Chevrolet Corvette Ron Fellows Edition Z06 2007,0.18819201,Chevrolet Camaro Convertible 2012,0.10476491
test_images\04127.jpg,GMC Yukon Hybrid SUV 2012,0.13448185,Dodge Caliber Wagon 2007,0.10187665,GMC Acadia SUV 2012,0.09639862
test_images\04128.jpg,Bentley Mulsanne Sedan 2011,0.98014474,Chrysler 300 SRT-8 2010,0.055776417,GMC Canyon Extended Cab 2012,0.045129925
test_images\04129.jpg,Audi S4 Sedan 2007,0.37023404,Chrysler 300 SRT-8 2010,0.1846768,Dodge Charger Sedan 2012,0.17151195
test_images\04130.jpg,Aston Martin Virage Coupe 2012,0.28372037,Fisker Karma Sedan 2012,0.079642296,Porsche Panamera Sedan 2012,0.07578993
test_images\04131.jpg,GMC Savana Van 2012,0.8491954,Chevrolet Express Van 2007,0.5635568,Chevrolet Express Cargo Van 2007,0.2604056
test_images\04132.jpg,Hyundai Sonata Hybrid Sedan 2012,0.5465314,Toyota Camry Sedan 2012,0.13400605,Hyundai Sonata Sedan 2012,0.11162913
test_images\04133.jpg,Audi S5 Convertible 2012,0.86848724,Audi RS 4 Convertible 2008,0.16729814,Audi A5 Coupe 2012,0.020884842
test_images\04134.jpg,Audi A5 Coupe 2012,0.3466912,Audi S5 Coupe 2012,0.31295264,Audi R8 Coupe 2012,0.170313
test_images\04135.jpg,Chevrolet Corvette Convertible 2012,0.7238115,Ferrari 458 Italia Convertible 2012,0.46028078,Geo Metro Convertible 1993,0.051773548
test_images\04136.jpg,Bentley Continental GT Coupe 2012,0.90455216,Bentley Continental Supersports Conv. Convertible 2012,0.34167624,Bugatti Veyron 16.4 Coupe 2009,0.33732605
test_images\04137.jpg,Land Rover LR2 SUV 2012,0.5656971,Land Rover Range Rover SUV 2012,0.28873235,Infiniti QX56 SUV 2011,0.04680875
test_images\04138.jpg,Bugatti Veyron 16.4 Convertible 2009,0.9290908,Ford GT Coupe 2006,0.7106781,Bugatti Veyron 16.4 Coupe 2009,0.15164351
test_images\04139.jpg,Lincoln Town Car Sedan 2011,0.5713091,Audi V8 Sedan 1994,0.45911598,Nissan 240SX Coupe 1998,0.0671241
test_images\04140.jpg,Mercedes-Benz Sprinter Van 2012,0.9207817,Infiniti QX56 SUV 2011,0.08498734,smart fortwo Convertible 2012,0.058997452
test_images\04141.jpg,Buick Rainier SUV 2007,0.41322225,Ford Ranger SuperCab 2011,0.1354819,Jeep Liberty SUV 2012,0.03240174
test_images\04142.jpg,GMC Savana Van 2012,0.02212423,Dodge Challenger SRT8 2011,0.01640296,Mercedes-Benz 300-Class Convertible 1993,0.015638411
test_images\04143.jpg,Audi S4 Sedan 2007,0.66855687,Dodge Magnum Wagon 2008,0.30972221,Chrysler 300 SRT-8 2010,0.13794675
test_images\04144.jpg,Bentley Continental Supersports Conv. Convertible 2012,0.5561294,Bugatti Veyron 16.4 Convertible 2009,0.49416038,Chevrolet Corvette Convertible 2012,0.079717666
test_images\04145.jpg,Volvo XC90 SUV 2007,0.8088927,Bentley Arnage Sedan 2009,0.08834466,BMW X5 SUV 2007,0.051770896
test_images\04146.jpg,GMC Savana Van 2012,0.6909666,Volkswagen Golf Hatchback 1991,0.25375754,Ford E-Series Wagon Van 2012,0.09122643
test_images\04147.jpg,Scion xD Hatchback 2012,0.93618137,Hyundai Veracruz SUV 2012,0.062057108,Nissan Leaf Hatchback 2012,0.024503648
test_images\04148.jpg,BMW 1 Series Convertible 2012,0.8375154,BMW 1 Series Coupe 2012,0.12931788,Audi RS 4 Convertible 2008,0.07404536
test_images\04149.jpg,Geo Metro Convertible 1993,0.87909853,Ford F-150 Regular Cab 2007,0.05700189,Eagle Talon Hatchback 1998,0.036062688
test_images\04150.jpg,Cadillac Escalade EXT Crew Cab 2007,0.88200456,Chevrolet Silverado 1500 Regular Cab 2012,0.036990255,Chevrolet Avalanche Crew Cab 2012,0.026961386
test_images\04151.jpg,Hyundai Genesis Sedan 2012,0.8900452,BMW M5 Sedan 2010,0.24362823,Hyundai Sonata Sedan 2012,0.18372884
test_images\04152.jpg,Ferrari 458 Italia Coupe 2012,0.71771127,Ferrari 458 Italia Convertible 2012,0.30600172,McLaren MP4-12C Coupe 2012,0.164871
test_images\04153.jpg,Lincoln Town Car Sedan 2011,0.9096675,Nissan 240SX Coupe 1998,0.07183361,Plymouth Neon Coupe 1999,0.023265004
test_images\04154.jpg,HUMMER H3T Crew Cab 2010,0.87111723,HUMMER H2 SUT Crew Cab 2009,0.47629246,Jeep Wrangler SUV 2012,0.017261475
test_images\04155.jpg,GMC Acadia SUV 2012,0.7428868,GMC Yukon Hybrid SUV 2012,0.17142594,Chevrolet Avalanche Crew Cab 2012,0.1595234
test_images\04156.jpg,Mercedes-Benz 300-Class Convertible 1993,0.90011275,Lincoln Town Car Sedan 2011,0.113660544,Nissan 240SX Coupe 1998,0.018446863
test_images\04157.jpg,Ford Freestar Minivan 2007,0.9371045,Lincoln Town Car Sedan 2011,0.21333873,GMC Yukon Hybrid SUV 2012,0.1228686
test_images\04158.jpg,Chevrolet Corvette Convertible 2012,0.23012275,Aston Martin Virage Convertible 2012,0.07993722,Aston Martin V8 Vantage Convertible 2012,0.060465246
test_images\04159.jpg,Cadillac SRX SUV 2012,0.7601971,GMC Acadia SUV 2012,0.13946608,Cadillac CTS-V Sedan 2012,0.12014294
test_images\04160.jpg,Dodge Caliber Wagon 2007,0.30583903,Dodge Caliber Wagon 2012,0.051439047,Cadillac Escalade EXT Crew Cab 2007,0.044242173
test_images\04161.jpg,BMW 6 Series Convertible 2007,0.5114492,Mercedes-Benz 300-Class Convertible 1993,0.15042067,Ford F-150 Regular Cab 2007,0.060893863
test_images\04162.jpg,Ford GT Coupe 2006,0.37459844,Chevrolet Corvette Convertible 2012,0.11383411,Spyker C8 Convertible 2009,0.016316414
test_images\04163.jpg,Bentley Arnage Sedan 2009,0.96405345,Maybach Landaulet Convertible 2012,0.019271314,Jeep Patriot SUV 2012,0.014699191
test_images\04164.jpg,Dodge Journey SUV 2012,0.9070046,Dodge Caliber Wagon 2012,0.037086427,Dodge Durango SUV 2012,0.02512315
test_images\04165.jpg,Bentley Continental Supersports Conv. Convertible 2012,0.27497047,Chevrolet Corvette ZR1 2012,0.2543593,Maybach Landaulet Convertible 2012,0.21145138
test_images\04166.jpg,Jeep Grand Cherokee SUV 2012,0.8258705,GMC Acadia SUV 2012,0.5379609,Jeep Compass SUV 2012,0.10706112
test_images\04167.jpg,Dodge Ram Pickup 3500 Crew Cab 2010,0.8901706,Jeep Grand Cherokee SUV 2012,0.14680672,Dodge Ram Pickup 3500 Quad Cab 2009,0.040572166
test_images\04168.jpg,Audi TT Hatchback 2011,0.75976646,Audi TTS Coupe 2012,0.2757161,Audi TT RS Coupe 2012,0.058363616
