filename,predict_1,confidence_1,predict_2,confidence_2,predict_3,confidence_3
test_images\04041.jpg,Jeep Wrangler SUV 2012,0.22556558,smart fortwo Convertible 2012,0.20927402,FIAT 500 Convertible 2012,0.07608384
test_images\04042.jpg,Honda Accord Sedan 2012,0.19826546,Hyundai Genesis Sedan 2012,0.10938817,Toyota Camry Sedan 2012,0.068980515
test_images\04043.jpg,Bugatti Veyron 16.4 Coupe 2009,0.259733,Bugatti Veyron 16.4 Convertible 2009,0.21783891,Aston Martin Virage Convertible 2012,0.072060674
test_images\04044.jpg,MINI Cooper Roadster Convertible 2012,0.44754845,Chevrolet Camaro Convertible 2012,0.4338914,Dodge Challenger SRT8 2011,0.13248181
test_images\04045.jpg,Dodge Dakota Crew Cab 2010,0.07572979,Chrysler 300 SRT-8 2010,0.06784043,Dodge Magnum Wagon 2008,0.04859644
test_images\04046.jpg,Ford Fiesta Sedan 2012,0.19434458,Buick Verano Sedan 2012,0.13605726,Hyundai Veracruz SUV 2012,0.06695598
test_images\04047.jpg,Ferrari 458 Italia Coupe 2012,0.51291925,McLaren MP4-12C Coupe 2012,0.31917304,Ferrari FF Coupe 2012,0.24797982
test_images\04048.jpg,Hyundai Tucson SUV 2012,0.44220644,Nissan Juke Hatchback 2012,0.24304366,Ford Fiesta Sedan 2012,0.13222817
test_images\04049.jpg,Chevrolet Express Cargo Van 2007,0.3263154,GMC Savana Van 2012,0.2685064,Chevrolet Express Van 2007,0.26065195
test_images\04050.jpg,Hyundai Tucson SUV 2012,0.1597802,Toyota Camry Sedan 2012,0.13469067,Ford Edge SUV 2012,0.13008228
test_images\04051.jpg,Acura TL Sedan 2012,0.85934764,Acura ZDX Hatchback 2012,0.065706015,Hyundai Azera Sedan 2012,0.043130547
test_images\04052.jpg,Scion xD Hatchback 2012,0.45750946,smart fortwo Convertible 2012,0.09661603,Nissan Leaf Hatchback 2012,0.086757004
test_images\04053.jpg,HUMMER H3T Crew Cab 2010,0.24545503,Ford F-450 Super Duty Crew Cab 2012,0.1913102,Ford F-150 Regular Cab 2007,0.18409091
test_images\04054.jpg,GMC Savana Van 2012,0.55706316,Chevrolet Express Van 2007,0.2899729,Chevrolet Express Cargo Van 2007,0.25716537
test_images\04055.jpg,Volkswagen Beetle Hatchback 2012,0.6028868,Jaguar XK XKR 2012,0.3920903,Porsche Panamera Sedan 2012,0.068475395
test_images\04056.jpg,Chevrolet Silverado 1500 Regular Cab 2012,0.398224,Chevrolet Silverado 2500HD Regular Cab 2012,0.21955344,HUMMER H3T Crew Cab 2010,0.063064486
test_images\04057.jpg,BMW X3 SUV 2012,0.26357228,Dodge Journey SUV 2012,0.21765772,Dodge Durango SUV 2012,0.20700607
test_images\04058.jpg,Jeep Compass SUV 2012,0.32278445,Toyota 4Runner SUV 2012,0.116573304,Jeep Grand Cherokee SUV 2012,0.10146487
test_images\04059.jpg,Aston Martin V8 Vantage Coupe 2012,0.21155313,Bugatti Veyron 16.4 Coupe 2009,0.18361479,Aston Martin Virage Convertible 2012,0.16943875
test_images\04060.jpg,Ford F-150 Regular Cab 2007,0.42220372,Ford Ranger SuperCab 2011,0.20873332,Ford F-150 Regular Cab 2012,0.19113019
test_images\04061.jpg,Buick Enclave SUV 2012,0.25498742,Hyundai Veracruz SUV 2012,0.1583286,Ford Fiesta Sedan 2012,0.12405059
test_images\04062.jpg,Chrysler Sebring Convertible 2010,0.9454411,Chrysler PT Cruiser Convertible 2008,0.19474724,Mercedes-Benz S-Class Sedan 2012,0.13807037
test_images\04063.jpg,Jeep Liberty SUV 2012,0.47714534,Toyota 4Runner SUV 2012,0.14489132,Nissan NV Passenger Van 2012,0.11312452
test_images\04064.jpg,Ford Ranger SuperCab 2011,0.1527685,Chrysler PT Cruiser Convertible 2008,0.033880472,Jeep Wrangler SUV 2012,0.014268994
test_images\04065.jpg,Ford Expedition EL SUV 2009,0.83870375,Ford E-Series Wagon Van 2012,0.2607597,Isuzu Ascender SUV 2008,0.20510632
test_images\04066.jpg,Audi S6 Sedan 2011,0.17879763,Audi S4 Sedan 2007,0.14906773,Audi S4 Sedan 2012,0.07050222
test_images\04067.jpg,Nissan NV Passenger Van 2012,0.8279732,Ford Expedition EL SUV 2009,0.041122317,Mercedes-Benz Sprinter Van 2012,0.039334416
test_images\04068.jpg,Acura TL Type-S 2008,0.3730269,Audi S6 Sedan 2011,0.17911223,Mercedes-Benz S-Class Sedan 2012,0.16959688
test_images\04069.jpg,MINI Cooper Roadster Convertible 2012,0.31030154,Jeep Wrangler SUV 2012,0.18767166,Ford F-450 Super Duty Crew Cab 2012,0.107990086
test_images\04070.jpg,Nissan Leaf Hatchback 2012,0.24114287,Ford Fiesta Sedan 2012,0.20391306,Hyundai Azera Sedan 2012,0.18799731
test_images\04071.jpg,Maybach Landaulet Convertible 2012,0.13628009,Bentley Continental GT Coupe 2012,0.13361788,Bentley Continental Flying Spur Sedan 2007,0.13195583
test_images\04072.jpg,McLaren MP4-12C Coupe 2012,0.5042765,Ferrari 458 Italia Coupe 2012,0.1731734,Fisker Karma Sedan 2012,0.12865311
test_images\04073.jpg,smart fortwo Convertible 2012,0.5321508,Jeep Wrangler SUV 2012,0.21806276,Nissan Leaf Hatchback 2012,0.066095084
test_images\04074.jpg,Audi S5 Coupe 2012,0.45613632,Acura TL Type-S 2008,0.09347132,Audi S6 Sedan 2011,0.04251367
test_images\04075.jpg,Land Rover LR2 SUV 2012,0.23251736,Land Rover Range Rover SUV 2012,0.21498883,Infiniti QX56 SUV 2011,0.10499588
test_images\04076.jpg,BMW Z4 Convertible 2012,0.77757,Ferrari California Convertible 2012,0.42446062,Jaguar XK XKR 2012,0.07311338
test_images\04077.jpg,Dodge Caliber Wagon 2007,0.3129367,Dodge Caliber Wagon 2012,0.085773826,Chevrolet Malibu Hybrid Sedan 2010,0.03259003
test_images\04078.jpg,GMC Acadia SUV 2012,0.39991057,Chevrolet Traverse SUV 2012,0.3680377,Buick Enclave SUV 2012,0.10085338
test_images\04079.jpg,Ford Edge SUV 2012,0.4201563,Hyundai Tucson SUV 2012,0.34902716,Nissan Juke Hatchback 2012,0.23560274
test_images\04080.jpg,Bentley Continental Flying Spur Sedan 2007,0.11574137,Acura TL Type-S 2008,0.10148981,Bentley Mulsanne Sedan 2011,0.06255397
test_images\04081.jpg,Hyundai Azera Sedan 2012,0.22286579,Hyundai Sonata Hybrid Sedan 2012,0.1451439,Tesla Model S Sedan 2012,0.11343306
test_images\04082.jpg,Audi S5 Convertible 2012,0.44865584,Audi S5 Coupe 2012,0.11425084,Audi A5 Coupe 2012,0.08790386
test_images\04083.jpg,Ford F-450 Super Duty Crew Cab 2012,0.50267625,HUMMER H3T Crew Cab 2010,0.25952917,Jeep Wrangler SUV 2012,0.10548395
test_images\04084.jpg,Audi RS 4 Convertible 2008,0.23414737,Chrysler Crossfire Convertible 2008,0.14971972,Ford Mustang Convertible 2007,0.14037871
test_images\04085.jpg,Ford F-150 Regular Cab 2007,0.3793189,Dodge Ram Pickup 3500 Quad Cab 2009,0.10672289,Ford Expedition EL SUV 2009,0.105483264
test_images\04086.jpg,Audi TT RS Coupe 2012,0.44256708,Audi TT Hatchback 2011,0.2426821,Audi TTS Coupe 2012,0.08488926
test_images\04087.jpg,Chrysler Crossfire Convertible 2008,0.50665957,Chrysler PT Cruiser Convertible 2008,0.2873053,Chrysler Sebring Convertible 2010,0.13459244
test_images\04088.jpg,AM General Hummer SUV 2000,0.57826126,HUMMER H2 SUT Crew Cab 2009,0.47032452,Jeep Wrangler SUV 2012,0.05855
test_images\04089.jpg,Jeep Patriot SUV 2012,0.37794995,Chevrolet TrailBlazer SS 2009,0.37435853,Jeep Liberty SUV 2012,0.2919953
test_images\04090.jpg,Chevrolet Camaro Convertible 2012,0.21606228,Chevrolet Corvette Convertible 2012,0.13289782,Aston Martin V8 Vantage Convertible 2012,0.11045998
test_images\04091.jpg,Chrysler PT Cruiser Convertible 2008,0.8415191,Chrysler Sebring Convertible 2010,0.096656054,MINI Cooper Roadster Convertible 2012,0.05169806
test_images\04092.jpg,Chrysler PT Cruiser Convertible 2008,0.14878422,Chevrolet HHR SS 2010,0.10373649,smart fortwo Convertible 2012,0.064197004
test_images\04093.jpg,FIAT 500 Abarth 2012,0.21586144,Infiniti QX56 SUV 2011,0.17088646,BMW X6 SUV 2012,0.15249842
test_images\04094.jpg,BMW 1 Series Convertible 2012,0.6307878,Chrysler Crossfire Convertible 2008,0.24380168,Chrysler Sebring Convertible 2010,0.12532187
test_images\04095.jpg,Bugatti Veyron 16.4 Convertible 2009,0.14981627,Ferrari California Convertible 2012,0.10060397,Bugatti Veyron 16.4 Coupe 2009,0.0614129
test_images\04096.jpg,BMW ActiveHybrid 5 Sedan 2012,0.06387192,Mercedes-Benz E-Class Sedan 2012,0.051656753,Mercedes-Benz S-Class Sedan 2012,0.04697898
test_images\04097.jpg,Chevrolet Tahoe Hybrid SUV 2012,0.2969963,GMC Yukon Hybrid SUV 2012,0.2789392,Chevrolet Avalanche Crew Cab 2012,0.1223878
test_images\04098.jpg,Audi S6 Sedan 2011,0.27174747,Audi A5 Coupe 2012,0.19546536,Audi TT Hatchback 2011,0.14906162
test_images\04099.jpg,Scion xD Hatchback 2012,0.3776277,Buick Enclave SUV 2012,0.033341914,Hyundai Veracruz SUV 2012,0.019120693
test_images\04100.jpg,Nissan NV Passenger Van 2012,0.44618893,Mercedes-Benz Sprinter Van 2012,0.19545355,Dodge Sprinter Cargo Van 2009,0.12400642
test_images\04101.jpg,Infiniti G Coupe IPL 2012,0.27772406,Mercedes-Benz SL-Class Coupe 2009,0.23473364,Volkswagen Beetle Hatchback 2012,0.18776453
test_images\04102.jpg,GMC Canyon Extended Cab 2012,0.22129127,Chevrolet Silverado 1500 Regular Cab 2012,0.1330576,Chevrolet Silverado 2500HD Regular Cab 2012,0.08365387
test_images\04103.jpg,MINI Cooper Roadster Convertible 2012,0.44241518,Spyker C8 Coupe 2009,0.17071694,Bugatti Veyron 16.4 Convertible 2009,0.14249831
test_images\04104.jpg,Nissan NV Passenger Van 2012,0.8908224,Nissan NV Passenger Van 2012,0.2931475,smart fortwo Convertible 2012,0.14505559
test_images\04105.jpg,Jeep Wrangler SUV 2012,0.8880249,Nissan NV Passenger Van 2012,0.19707179,Jeep Patriot SUV 2012,0.1942139
test_images\04106.jpg,Tesla Model S Sedan 2012,0.52606606,Audi TT Hatchback 2011,0.16905329,Audi TT RS Coupe 2012,0.1122956
test_images\04107.jpg,Ford Fiesta Sedan 2012,0.22942355,Buick Verano Sedan 2012,0.17074472,Hyundai Elantra Sedan 2007,0.04187748
test_images\04108.jpg,Ford F-150 Regular Cab 2012,0.6160397,Ford Expedition EL SUV 2009,0.456434,Ford F-450 Super Duty Crew Cab 2012,0.30101657
test_images\04109.jpg,Hyundai Tucson SUV 2012,0.78582215,Nissan Juke Hatchback 2012,0.09444046,Ford Fiesta Sedan 2012,0.023635447
test_images\04110.jpg,Bugatti Veyron 16.4 Coupe 2009,0.36709613,Bugatti Veyron 16.4 Convertible 2009,0.18250698,Aston Martin Virage Convertible 2012,0.06352934
test_images\04111.jpg,BMW M3 Coupe 2012,0.4051823,BMW 1 Series Coupe 2012,0.10362145,Jaguar XK XKR 2012,0.08270669
test_images\04112.jpg,Hyundai Veloster Hatchback 2012,0.7757771,Nissan Juke Hatchback 2012,0.32064295,BMW X6 SUV 2012,0.29021716
test_images\04113.jpg,Volvo 240 Sedan 1993,0.3388973,Ford Ranger SuperCab 2011,0.20103157,Ford F-150 Regular Cab 2007,0.08183083
test_images\04114.jpg,Volvo 240 Sedan 1993,0.5385798,Ford Ranger SuperCab 2011,0.11779764,Ford F-150 Regular Cab 2007,0.114396244
test_images\04115.jpg,Hyundai Veracruz SUV 2012,0.17901194,Suzuki SX4 Sedan 2012,0.14707497,Ford Fiesta Sedan 2012,0.09726179
test_images\04116.jpg,Chevrolet Sonic Sedan 2012,0.45443657,Volkswagen Beetle Hatchback 2012,0.151153,BMW ActiveHybrid 5 Sedan 2012,0.10599592
test_images\04117.jpg,Jeep Wrangler SUV 2012,0.5440125,HUMMER H2 SUT Crew Cab 2009,0.46496528,HUMMER H3T Crew Cab 2010,0.17392123
test_images\04118.jpg,Acura TL Sedan 2012,0.7266254,Hyundai Azera Sedan 2012,0.25164282,Acura ZDX Hatchback 2012,0.08976182
test_images\04119.jpg,Dodge Durango SUV 2007,0.25327235,GMC Acadia SUV 2012,0.08837095,Chrysler Aspen SUV 2009,0.07563344
test_images\04120.jpg,Dodge Charger Sedan 2012,0.18963069,Dodge Ram Pickup 3500 Crew Cab 2010,0.17667231,Audi TT Hatchback 2011,0.03951907
test_images\04121.jpg,Scion xD Hatchback 2012,0.2550543,Nissan Juke Hatchback 2012,0.06595701,Nissan Leaf Hatchback 2012,0.058941215
test_images\04122.jpg,Aston Martin V8 Vantage Coupe 2012,0.15948638,Aston Martin Virage Coupe 2012,0.13403797,Tesla Model S Sedan 2012,0.12127909
test_images\04123.jpg,Hyundai Santa Fe SUV 2012,0.27470434,BMW X3 SUV 2012,0.20469058,Dodge Durango SUV 2012,0.0768134
test_images\04124.jpg,Ford Expedition EL SUV 2009,0.6071625,Dodge Durango SUV 2007,0.17865932,Chrysler Aspen SUV 2009,0.087801576
test_images\04125.jpg,Buick Enclave SUV 2012,0.19994706,Hyundai Elantra Touring Hatchback 2012,0.17651269,Hyundai Veracruz SUV 2012,0.13533896
test_images\04126.jpg,Volkswagen Beetle Hatchback 2012,0.2539274,Nissan Leaf Hatchback 2012,0.099523485,Chevrolet Sonic Sedan 2012,0.07622033
test_images\04127.jpg,GMC Yukon Hybrid SUV 2012,0.41176736,Cadillac Escalade EXT Crew Cab 2007,0.22264594,Cadillac SRX SUV 2012,0.05320403
test_images\04128.jpg,Bentley Mulsanne Sedan 2011,0.46336374,Bentley Continental Flying Spur Sedan 2007,0.12772116,Chrysler 300 SRT-8 2010,0.12126091
test_images\04129.jpg,Dodge Charger Sedan 2012,0.24416912,Rolls-Royce Ghost Sedan 2012,0.17644721,Mitsubishi Lancer Sedan 2012,0.089839965
test_images\04130.jpg,Ferrari California Convertible 2012,0.22629398,Tesla Model S Sedan 2012,0.15792927,BMW Z4 Convertible 2012,0.12820566
test_images\04131.jpg,GMC Savana Van 2012,0.5658871,Chevrolet Express Van 2007,0.29510176,Jeep Wrangler SUV 2012,0.24845785
test_images\04132.jpg,Tesla Model S Sedan 2012,0.26361924,Hyundai Azera Sedan 2012,0.2212204,Hyundai Veloster Hatchback 2012,0.026284605
test_images\04133.jpg,Audi S5 Convertible 2012,0.4573322,Audi A5 Coupe 2012,0.111043304,Audi RS 4 Convertible 2008,0.069464386
test_images\04134.jpg,Audi A5 Coupe 2012,0.1767239,Audi S5 Coupe 2012,0.10760921,Audi TT Hatchback 2011,0.0560005
test_images\04135.jpg,Ferrari 458 Italia Convertible 2012,0.5502417,Ferrari California Convertible 2012,0.46401852,Ferrari 458 Italia Coupe 2012,0.12995878
test_images\04136.jpg,Bentley Continental GT Coupe 2012,0.25322917,Audi TT Hatchback 2011,0.2254005,Bentley Continental GT Coupe 2007,0.17368084
test_images\04137.jpg,Land Rover LR2 SUV 2012,0.28534043,Jeep Liberty SUV 2012,0.08424723,Infiniti QX56 SUV 2011,0.06395313
test_images\04138.jpg,Bugatti Veyron 16.4 Convertible 2009,0.84698284,Bugatti Veyron 16.4 Coupe 2009,0.75224054,Jaguar XK XKR 2012,0.19094807
test_images\04139.jpg,Audi 100 Wagon 1994,0.39013672,Audi V8 Sedan 1994,0.3084743,Mercedes-Benz 300-Class Convertible 1993,0.104266316
test_images\04140.jpg,Mercedes-Benz Sprinter Van 2012,0.68524456,Dodge Sprinter Cargo Van 2009,0.043922156,smart fortwo Convertible 2012,0.038193583
test_images\04141.jpg,Buick Rainier SUV 2007,0.28278762,Chrysler PT Cruiser Convertible 2008,0.09047365,Mercedes-Benz Sprinter Van 2012,0.070564985
test_images\04142.jpg,Nissan NV Passenger Van 2012,0.05937168,Dodge Charger Sedan 2012,0.051864207,Jeep Liberty SUV 2012,0.04027775
test_images\04143.jpg,Audi S6 Sedan 2011,0.27526778,Audi S4 Sedan 2012,0.23747295,Mitsubishi Lancer Sedan 2012,0.12306464
test_images\04144.jpg,Bugatti Veyron 16.4 Convertible 2009,0.21782988,Bugatti Veyron 16.4 Coupe 2009,0.089264214,Bentley Continental Supersports Conv. Convertible 2012,0.028377682
test_images\04145.jpg,Volvo XC90 SUV 2007,0.3900281,BMW X5 SUV 2007,0.18875065,Dodge Caliber Wagon 2007,0.021859974
test_images\04146.jpg,Jeep Wrangler SUV 2012,0.8414823,GMC Savana Van 2012,0.36646378,Chevrolet Express Van 2007,0.22103828
test_images\04147.jpg,Scion xD Hatchback 2012,0.5738098,Nissan Juke Hatchback 2012,0.04973638,Hyundai Tucson SUV 2012,0.042390943
test_images\04148.jpg,BMW 1 Series Convertible 2012,0.782377,Chrysler PT Cruiser Convertible 2008,0.19058925,BMW 1 Series Coupe 2012,0.16772711
test_images\04149.jpg,Geo Metro Convertible 1993,0.79289013,Mercedes-Benz 300-Class Convertible 1993,0.19218928,Ford Mustang Convertible 2007,0.09917024
test_images\04150.jpg,Cadillac Escalade EXT Crew Cab 2007,0.29557663,GMC Terrain SUV 2012,0.26978022,GMC Yukon Hybrid SUV 2012,0.10125324
test_images\04151.jpg,Hyundai Azera Sedan 2012,0.21916795,Hyundai Genesis Sedan 2012,0.1638715,Toyota Camry Sedan 2012,0.1194078
test_images\04152.jpg,McLaren MP4-12C Coupe 2012,0.38085037,Ferrari 458 Italia Convertible 2012,0.1999934,Ferrari 458 Italia Coupe 2012,0.13045886
test_images\04153.jpg,Ford Freestar Minivan 2007,0.14028811,Lincoln Town Car Sedan 2011,0.075763136,Audi 100 Wagon 1994,0.02586484
test_images\04154.jpg,Jeep Wrangler SUV 2012,0.6570234,HUMMER H2 SUT Crew Cab 2009,0.16050187,HUMMER H3T Crew Cab 2010,0.105513394
test_images\04155.jpg,Chevrolet Traverse SUV 2012,0.15194684,Buick Enclave SUV 2012,0.10974079,GMC Acadia SUV 2012,0.08133119
test_images\04156.jpg,Volvo 240 Sedan 1993,0.35997286,Ford Ranger SuperCab 2011,0.32412648,Dodge Dakota Crew Cab 2010,0.24305788
test_images\04157.jpg,Ford Freestar Minivan 2007,0.6888473,Audi 100 Wagon 1994,0.100155324,Lincoln Town Car Sedan 2011,0.08345857
test_images\04158.jpg,Ferrari California Convertible 2012,0.3058483,Aston Martin Virage Convertible 2012,0.21185964,Aston Martin V8 Vantage Convertible 2012,0.15845168
test_images\04159.jpg,Chevrolet Traverse SUV 2012,0.7104292,GMC Acadia SUV 2012,0.13554704,Cadillac SRX SUV 2012,0.09787157
test_images\04160.jpg,Dodge Caliber Wagon 2012,0.37420845,Dodge Caliber Wagon 2007,0.361655,GMC Acadia SUV 2012,0.035656333
test_images\04161.jpg,Bugatti Veyron 16.4 Convertible 2009,0.40859923,Chevrolet Corvette ZR1 2012,0.22463718,Bugatti Veyron 16.4 Coupe 2009,0.13340226
test_images\04162.jpg,Ford Mustang Convertible 2007,0.10723513,Bugatti Veyron 16.4 Convertible 2009,0.07721236,Ford GT Coupe 2006,0.05742523
test_images\04163.jpg,Bentley Arnage Sedan 2009,0.13545397,Volvo XC90 SUV 2007,0.07941535,Ford Mustang Convertible 2007,0.048894286
test_images\04164.jpg,Ford Edge SUV 2012,0.5414341,Dodge Journey SUV 2012,0.25562805,Hyundai Santa Fe SUV 2012,0.043589234
test_images\04165.jpg,Nissan Juke Hatchback 2012,0.13031378,BMW X6 SUV 2012,0.09040633,Mitsubishi Lancer Sedan 2012,0.086759835
test_images\04166.jpg,Mazda Tribute SUV 2011,0.16995436,Toyota 4Runner SUV 2012,0.16839045,Nissan NV Passenger Van 2012,0.08827108
test_images\04167.jpg,Dodge Ram Pickup 3500 Crew Cab 2010,0.7927642,Ford F-450 Super Duty Crew Cab 2012,0.12060332,BMW X3 SUV 2012,0.04422596
test_images\04168.jpg,Audi TT Hatchback 2011,0.24621868,Audi TTS Coupe 2012,0.05453503,Bentley Continental GT Coupe 2012,0.034653693
test_images\04169.jpg,BMW X6 SUV 2012,0.35098767,Audi TT Hatchback 2011,0.11979741,Audi TTS Coupe 2012,0.036946267
test_images\04170.jpg,Chevrolet Traverse SUV 2012,0.42336267,Ford Edge SUV 2012,0.08121163,Hyundai Veracruz SUV 2012,0.07894358
test_images\04171.jpg,Dodge Magnum Wagon 2008,0.5979099,Audi S6 Sedan 2011,0.18455547,Audi S4 Sedan 2007,0.09828374
test_images\04172.jpg,Ford Edge SUV 2012,0.24771577,Dodge Journey SUV 2012,0.22925499,Dodge Durango SUV 2012,0.12561405
